@relation 'opinion'
@attribute 'doc' string
@attribute '$class' {-1, 1}

@data
"melancholy great many several disturbing guilt-ridden real disturbing suicidal heroic cowardly disturbing rear short rare same able whole disturbing intelligent ", -1
"directionless contrived whole only real terrible good ", -1
"much terrible decent sick able final ", -1
"bad ridiculous pathetic big low deep male oriented picky great superb bad funny ", -1
"east Asian more separate other several first second deep short first inane unbelievable second decent ", -1
"superior original dumb many scary great boring ", -1
"terrible many able bad stupid even long bad bottom ", -1
"human store-bought few enough same narcoleptic superhuman wrong special boring profound random deformed new few ", -1
"good total first few plentiful homosexual fast isolated tiny first ludicrous opposed regular due bloodless bright own little necessary incestuous gay old sure unfortunate great frequent social other own rounded young rounded bad yummy ", -1
"skeptical positive honest hideous horrible familiar wrong deep short absolute bad comic ", -1
"hard futuristic funny right more bad bad good Jurassic concerned criminal ", -1
"lovely decadent young more personal bad woeful low particular unique standard flat dynamic correct many different disappointing flat wooden routine silent deliberate modern bad silent dull only beautiful able tearful routine good true bad amusing heavy moralistic moral absurd Victorian further modern unknowing typical silent archaic moral wooden acting bad terrible right boring slow idiotic hardcore silent ", -1
"speechless single incredible last first good silly far-fetched other other ", -1
"live animal horrible live certain horrible other other psychological ", -1
"awful hysterical bad low-budget good few bad only good terrible funny cheap worth ", -1
"scary white past much nasty old first ", -1
"1st watched lame only only good predictable bad hard bad favorite good corny good ", -1
"moral positive negative political moral sexual racist social wrong good bad good undue bad ", -1
"bad promising lame contrived desperate worth good ", -1
"full much real late plain remote clever real illegal bad social evil illegal same old definitive many ", -1
"long talky main flat opaque first eponymous next long drawn-out mental more thorough everyday half-baked first psychological other disquieting alarming crazy more less powerful ", -1
"great emotional promotional promotional long amazing average similar interested most great few new poor tough old most new silly only interesting terrible unreal good ", -1
"dumb cool small goofy front stupid cartoonish high pitched tolerable other terrible dumb mild ", -1
"bad good funny true next same same complete same first absent bad ", -1
"other hard minimal little more entire bad recent real cheap documentary nauseous ", -1
"spinal funny little heavy mock cold funny familiar funny real awful core good ", -1
"disturbing unconscious stupid next happy puzzling poor disturbing bad ", -1
"short special worth ", -1
"bad bad impressive big unconvincing good awful bad emotional single convincing thin non-existent brutal irrelevant formulaic various visceral psychological physical disconnected very very few redeeming very dreadful vocal entire appalling cinematic future directorial free bad ", -1
"final specific right lame good objective possible own only aghast stupid next first technical obnoxious cardboard good more creative original whole twisted shallow common bad other edgy bad content other sexist other ripe satirical other bottom other good repulsive funny good funny comic phony relatable low low common holy bare common big huge white thin cheap empty effortless only ", -1
"mad angry valuable least first attractive convincing bad bad acting ", -1
"first lame clear video ", -1
"faint unbearable real bad much homeless ", -1
"indifferent tepid forgettable most awful endless American French non-French endless most much French bad bad stupid blind young funny interesting slight obvious only successful rich nice African good whole last chubby interesting bad limited whole uninspired French interesting awful cinematic ", -1
